Text A,Text B,Threshold,Cutoff,N-Grams,Num Matches,Text A Length,Text B Length,Locations in A,Locations in B
gender_trouble_pages.txt,gender_texts/Embodying emergent masculinities Men engaging with reproductive and sexual health technologies in the Middle East and Mexico,3,5,3,1,533517,81947,"[(474931, 474998)]","[(77414, 77485)]"
gender_trouble_pages.txt,gender_texts/The Challenge a,3,5,3,1,533517,57511,"[(500697, 500774)]","[(50627, 50702)]"
gender_trouble_pages.txt,gender_texts/Moving Beyond t,3,5,3,1,533517,44351,"[(473846, 473952)]","[(12764, 12872)]"
gender_trouble_pages.txt,gender_texts/Baudelaire apai,3,5,3,1,533517,68470,"[(314272, 314347)]","[(51396, 51471)]"
gender_trouble_pages.txt,gender_texts/Between Authors and Agents Gender and Affirmative Culture in               emDas Leben der Anderenem,3,5,3,2,533517,58021,"[(89115, 89419), (156526, 157054)]","[(8719, 9021), (31074, 31602)]"
gender_trouble_pages.txt,gender_texts/The Rule of Lov,3,5,3,1,533517,322274,"[(99265, 99380)]","[(198134, 198249)]"
gender_trouble_pages.txt,gender_texts/H T Tsiangs Pro,3,5,3,1,533517,72052,"[(430072, 430259)]","[(40266, 40453)]"
gender_trouble_pages.txt,gender_texts/Artefatos de gê,3,5,3,1,533517,74006,"[(493500, 493564)]","[(69095, 69158)]"
gender_trouble_pages.txt,gender_texts/Abject Cyborgs ,3,5,3,2,533517,45398,"[(424299, 424444), (493724, 493799)]","[(12513, 12658), (43748, 43822)]"
gender_trouble_pages.txt,gender_texts/Acting the Manl,3,5,3,1,533517,78717,"[(123786, 123881)]","[(9068, 9163)]"
gender_trouble_pages.txt,gender_texts/Feminist Misogyny Mary Wollstonecraft and the Paradox of It Takes One to Know One,3,5,3,1,533517,60878,"[(62337, 62497)]","[(27475, 27639)]"
gender_trouble_pages.txt,gender_texts/Sobre el trafic,3,5,3,1,533517,55378,"[(175100, 175687)]","[(40014, 40550)]"
gender_trouble_pages.txt,gender_texts/The Spiritual B,3,5,3,4,533517,57659,"[(78132, 78228), (78308, 78371), (258578, 258814), (370344, 370591)]","[(21248, 21344), (21913, 21976), (23411, 23646), (32943, 33191)]"
gender_trouble_pages.txt,gender_texts/Metaphors of Inscription Discipline Plasticity and the Rhetoric of Choice,3,5,3,1,533517,61783,"[(78124, 78219)]","[(14569, 14664)]"
gender_trouble_pages.txt,gender_texts/Biblical Bathin,3,5,3,2,533517,56837,"[(434044, 434298), (436118, 436282)]","[(40623, 40877), (41786, 41950)]"
gender_trouble_pages.txt,gender_texts/Feminist Jurisp,3,5,3,1,533517,104508,"[(523934, 524001)]","[(104350, 104414)]"
gender_trouble_pages.txt,gender_texts/Building Up a N,3,5,3,1,533517,149422,"[(441603, 441708)]","[(3943, 4047)]"
gender_trouble_pages.txt,gender_texts/Postmodernism D,3,5,3,1,533517,58952,"[(494609, 494699)]","[(55530, 55620)]"
gender_trouble_pages.txt,gender_texts/Born and Made S,3,5,3,1,533517,72829,"[(60024, 60107)]","[(20455, 20538)]"
gender_trouble_pages.txt,gender_texts/Rethinking Identity and Coalitional Politics Insights from Simone de Beauvoir,3,5,3,3,533517,76387,"[(63579, 63708), (64184, 64293), (68247, 68331)]","[(16937, 17065), (17665, 17774), (18811, 18895)]"
gender_trouble_pages.txt,gender_texts/you need to lea,3,5,3,1,533517,31822,"[(20005, 20111)]","[(9718, 9824)]"
gender_trouble_pages.txt,gender_texts/Utopian concept,3,5,3,5,533517,40744,"[(371372, 371647), (371673, 372118), (372139, 372358), (372364, 372624), (408799, 409193)]","[(18331, 18604), (18625, 19271), (19275, 19507), (19545, 19810), (24288, 24683)]"
gender_trouble_pages.txt,gender_texts/History and Gen,3,5,3,1,533517,65963,"[(522812, 522882)]","[(49005, 49075)]"
gender_trouble_pages.txt,gender_texts/Feminist Ruptur,3,5,3,1,533517,24627,"[(468649, 468718)]","[(22898, 22967)]"
gender_trouble_pages.txt,gender_texts/Imperfect Enjoy,3,5,3,1,533517,50103,"[(62337, 62497)]","[(49907, 50067)]"
gender_trouble_pages.txt,gender_texts/Americas White ,3,5,3,1,533517,67195,"[(48423, 48614)]","[(44030, 44225)]"
gender_trouble_pages.txt,gender_texts/Bolero Bad Boys,3,5,3,1,533517,34265,"[(445515, 445588)]","[(4840, 4913)]"
gender_trouble_pages.txt,gender_texts/Ouka Lele y sus,3,5,3,1,533517,32235,"[(47000, 47182)]","[(9754, 9936)]"
gender_trouble_pages.txt,gender_texts/Performative Tr,3,5,3,1,533517,47977,"[(431245, 431480)]","[(18491, 18726)]"
gender_trouble_pages.txt,gender_texts/CARTOGRAFÍAS CO,3,5,3,1,533517,45062,"[(149921, 150110)]","[(31115, 31304)]"
gender_trouble_pages.txt,gender_texts/Men Wanted Fema,3,5,3,1,533517,50946,"[(72504, 72915)]","[(17197, 17609)]"
gender_trouble_pages.txt,gender_texts/Ambiguous Ident,3,5,3,1,533517,55467,"[(493964, 494011)]","[(53279, 53326)]"
gender_trouble_pages.txt,gender_texts/Articulating Social Agency in Our Mutual Friend Problems with Performances Practices and Political Efficacy,3,5,3,1,533517,86775,"[(464665, 464780)]","[(23981, 24092)]"
gender_trouble_pages.txt,gender_texts/World Alienation in Feminist Thought The Sublime Epistemology of Emphatic AntiEssentialism,3,5,3,2,533517,78417,"[(467316, 467400), (481404, 481466)]","[(75562, 75646), (76835, 76897)]"
gender_trouble_pages.txt,gender_texts/Programme to Pr,3,5,3,1,533517,85319,"[(500702, 500774)]","[(70482, 70560)]"
gender_trouble_pages.txt,gender_texts/Gender In Diffe,3,5,3,1,533517,39701,"[(124582, 124727)]","[(8163, 8311)]"
gender_trouble_pages.txt,gender_texts/PostIndentitari,3,5,3,1,533517,75092,"[(481509, 481554)]","[(70461, 70507)]"
gender_trouble_pages.txt,gender_texts/Feminine Mascul,3,5,3,1,533517,99231,"[(102206, 102313)]","[(14165, 14272)]"
gender_trouble_pages.txt,gender_texts/CHAPTER FOURTEE,3,5,3,1,533517,65440,"[(75136, 75269)]","[(3877, 4009)]"
gender_trouble_pages.txt,gender_texts/Moving Beyond the Inclusion of LGBTThemed Literature in English Language Arts Classrooms Interrogating Heteronormativity and Exploring Intersectionality,3,5,3,1,533517,44351,"[(473846, 473952)]","[(12764, 12872)]"
gender_trouble_pages.txt,gender_texts/Terrorizing Mar,3,5,3,1,533517,54995,"[(524157, 524252)]","[(53409, 53504)]"
gender_trouble_pages.txt,gender_texts/Lady Mary Wortl,3,5,3,1,533517,103239,"[(499406, 499490)]","[(72592, 72676)]"
gender_trouble_pages.txt,gender_texts/Claiming Queer Space inas Nature An Ecofeminist Reading of Secretary,3,5,3,1,533517,51914,"[(445000, 445259)]","[(44258, 44513)]"
gender_trouble_pages.txt,gender_texts/Horses Chomping,3,5,3,1,533517,52081,"[(500711, 500774)]","[(48718, 48781)]"
gender_trouble_pages.txt,gender_texts/Queering the Re,3,5,3,1,533517,11779,"[(124594, 124727)]","[(8152, 8285)]"
gender_trouble_pages.txt,gender_texts/Sex Positive Feminism Queer Theory and the Politics of Transgression,3,5,3,3,533517,77602,"[(139216, 139761), (139878, 140519), (147640, 147832)]","[(10571, 11123), (11132, 11773), (39160, 39350)]"
gender_trouble_pages.txt,gender_texts/Imitation,3,5,3,2,533517,65586,"[(478793, 478839), (491724, 491829)]","[(52870, 52926), (56708, 56817)]"
gender_trouble_pages.txt,gender_texts/PRAGMATISTS PRE,3,5,3,1,533517,32897,"[(124621, 124745)]","[(20968, 21090)]"
gender_trouble_pages.txt,gender_texts/MixUps Messes Confinements and DoubleDealings Transgendered Performances in Three Novels by Louise Erdrich,3,5,3,2,533517,69527,"[(438353, 438587), (443290, 443762)]","[(28838, 29072), (49546, 50019)]"
gender_trouble_pages.txt,gender_texts/From Street Gir,3,5,3,1,533517,90849,"[(464458, 464780)]","[(13422, 14316)]"
gender_trouble_pages.txt,gender_texts/More than Anything Else I Like My Closets Willa Cathers Melancholic Erotics in emThe Professors Houseem,3,5,3,2,533517,56262,"[(214249, 214454), (276226, 276371)]","[(12168, 12373), (51921, 52068)]"
gender_trouble_pages.txt,gender_texts/Dildos in our T,3,5,3,1,533517,96395,"[(523867, 524001)]","[(92813, 92944)]"
gender_trouble_pages.txt,gender_texts/When Manipulati,3,5,3,1,533517,72969,"[(495245, 495299)]","[(57422, 57476)]"
gender_trouble_pages.txt,gender_texts/Reclaiming the Corporeal The Black Male Body and the Racial Mountain in Looking for Langston,3,5,3,1,533517,30408,"[(439426, 439517)]","[(5201, 5294)]"
gender_trouble_pages.txt,gender_texts/Childrens Gendered and NonGendered Play in Natural Spaces,3,5,3,1,533517,74448,"[(493724, 493799)]","[(67929, 68004)]"
gender_trouble_pages.txt,gender_texts/A Female Aesthe,3,5,3,1,533517,56155,"[(430093, 430217)]","[(31204, 31328)]"
gender_trouble_pages.txt,gender_texts/Creating Digital Materiality ThirdWave Feminism Public Art and Yarn Bombing,3,5,3,1,533517,58104,"[(194553, 194669)]","[(35251, 35367)]"
gender_trouble_pages.txt,gender_texts/Because People ,3,5,3,1,533517,75069,"[(61257, 61961)]","[(50538, 51242)]"
gender_trouble_pages.txt,gender_texts/Women without C,3,5,3,1,533517,100160,"[(481509, 481554)]","[(95614, 95658)]"
gender_trouble_pages.txt,gender_texts/As the World Turns Ontology and Politics in Judith Butler,3,5,3,1,533517,67350,"[(465229, 465345)]","[(2512, 2628)]"
gender_trouble_pages.txt,gender_texts/Sex and Unsex H,3,5,3,2,533517,88871,"[(63333, 63541), (64063, 64435)]","[(65351, 67764), (67809, 68182)]"
gender_trouble_pages.txt,gender_texts/Patriarchy Is Such a Drag The Strategic Possibilities of a Postmodern Account of Gender,3,5,3,1,533517,116254,"[(434717, 435063)]","[(46968, 47310)]"
gender_trouble_pages.txt,gender_texts/Hemingway Liter,3,5,3,1,533517,81979,"[(74829, 75056)]","[(34772, 34979)]"
gender_trouble_pages.txt,gender_texts/Drag Kinging an,3,5,3,1,533517,57726,"[(124582, 124687)]","[(6954, 7059)]"
gender_trouble_pages.txt,gender_texts/Celebrating Fem,3,5,3,1,533517,26443,"[(472829, 472911)]","[(8173, 8255)]"
gender_trouble_pages.txt,gender_texts/Truismes The Si,3,5,3,1,533517,47143,"[(435522, 435631)]","[(32936, 33047)]"
gender_trouble_pages.txt,gender_texts/In the Space Be,3,5,3,1,533517,55612,"[(91687, 92010)]","[(38974, 39297)]"
gender_trouble_pages.txt,gender_texts/Engendering Nat,3,5,3,1,533517,95737,"[(498495, 498591)]","[(94911, 95004)]"
gender_trouble_pages.txt,gender_texts/Courtly Love Wh,3,5,3,1,533517,100291,"[(497010, 497067)]","[(90525, 90595)]"
gender_trouble_pages.txt,gender_texts/Positioning Sub,3,5,3,1,533517,76025,"[(481404, 481554)]","[(68835, 69005)]"
gender_trouble_pages.txt,gender_texts/Black Friday Qu,3,5,3,1,533517,54642,"[(457053, 457169)]","[(3602, 3718)]"
gender_trouble_pages.txt,gender_texts/Alexander Smith,3,5,3,1,533517,44838,"[(204236, 204651)]","[(78, 493)]"
gender_trouble_pages.txt,gender_texts/Aesthetics and ,3,5,3,1,533517,82278,"[(518726, 518806)]","[(57166, 57246)]"
gender_trouble_pages.txt,gender_texts/Introduction to,3,5,3,1,533517,21379,"[(443290, 443525)]","[(115, 349)]"
gender_trouble_pages.txt,gender_texts/Deontological R,3,5,3,1,533517,119444,"[(62841, 63329)]","[(70703, 71192)]"
gender_trouble_pages.txt,gender_texts/Anarchic Bodies,3,5,3,6,533517,68766,"[(119380, 119559), (119573, 119670), (307055, 307316), (312552, 312847), (414762, 414872), (439426, 439625)]","[(13431, 13604), (13609, 13703), (13899, 14257), (14691, 14985), (20131, 20239), (20826, 21024)]"
gender_trouble_pages.txt,gender_texts/The Body and Te,3,5,3,1,533517,55192,"[(493724, 493799)]","[(13944, 14019)]"
gender_trouble_pages.txt,gender_texts/Working at Play,3,5,3,1,533517,90094,"[(124061, 124157)]","[(22498, 22594)]"
gender_trouble_pages.txt,gender_texts/As the World Tu,3,5,3,1,533517,67350,"[(465229, 465345)]","[(2512, 2628)]"
gender_trouble_pages.txt,gender_texts/Is Sex Comedy o,3,5,3,3,533517,35060,"[(209186, 210093), (210098, 210348), (210786, 210892)]","[(2217, 3123), (3203, 3508), (3678, 3786)]"
gender_trouble_pages.txt,gender_texts/GenderInformed ,3,5,3,1,533517,90168,"[(510986, 511136)]","[(83546, 83708)]"
gender_trouble_pages.txt,gender_texts/JUDGING CLARISS,3,5,3,1,533517,72969,"[(524174, 524252)]","[(64172, 64251)]"
gender_trouble_pages.txt,gender_texts/Critical Mascul,3,5,3,1,533517,57109,"[(495245, 495299)]","[(56080, 56134)]"
gender_trouble_pages.txt,gender_texts/Sexist and Hete,3,5,3,2,533517,60425,"[(147640, 147832), (443374, 443762)]","[(12835, 12990), (14808, 15196)]"
gender_trouble_pages.txt,gender_texts/Women and Rural,3,5,3,1,533517,72545,"[(472833, 472911)]","[(8216, 8293)]"
gender_trouble_pages.txt,gender_texts/Palazzeschis vecchie inglesi and the Performance of Difference in Stampe dell800,3,5,3,1,533517,29390,"[(435264, 436102)]","[(13251, 14086)]"
gender_trouble_pages.txt,gender_texts/STAGING THE SEL,3,5,3,1,533517,41042,"[(431774, 431865)]","[(5616, 5708)]"
gender_trouble_pages.txt,gender_texts/Disrupting Dich,3,5,3,1,533517,57186,"[(148992, 149113)]","[(29114, 29235)]"
gender_trouble_pages.txt,gender_texts/American Feminist Theory,3,5,3,4,533517,119323,"[(443328, 443393), (476394, 476458), (478060, 478195), (500697, 500774)]","[(86229, 86295), (110206, 110270), (115129, 115268), (115852, 115927)]"
gender_trouble_pages.txt,gender_texts/A WOMAN CAN SIN,3,5,3,1,533517,69410,"[(443403, 443693)]","[(27690, 27981)]"
gender_trouble_pages.txt,gender_texts/Strategically S,3,5,3,1,533517,66172,"[(430072, 430164)]","[(47748, 47839)]"
gender_trouble_pages.txt,gender_texts/Faulty Burials ,3,5,3,2,533517,40208,"[(440008, 440082), (443403, 443762)]","[(16563, 16633), (17037, 17394)]"
gender_trouble_pages.txt,gender_texts/A Psychoanalyti,3,5,3,1,533517,101107,"[(441286, 441417)]","[(90634, 90766)]"
gender_trouble_pages.txt,gender_texts/This Universali,3,5,3,1,533517,70604,"[(495817, 495882)]","[(69503, 69568)]"
gender_trouble_pages.txt,gender_texts/pinkness,3,5,3,1,533517,48608,"[(468649, 468718)]","[(46678, 46747)]"
gender_trouble_pages.txt,gender_texts/Cracks in the F,3,5,3,1,533517,102758,"[(481509, 481554)]","[(98745, 98789)]"
gender_trouble_pages.txt,gender_texts/Possibilities f,3,5,3,1,533517,15999,"[(523867, 524001)]","[(15665, 15793)]"
gender_trouble_pages.txt,gender_texts/Le  je  comme  jeu   genre féminin et performance dans Truismes de Marie Darrieussecq,3,5,3,2,533517,40651,"[(100125, 100252), (444259, 444425)]","[(23092, 23219), (29605, 29771)]"
gender_trouble_pages.txt,gender_texts/Dissenting in an Age of Frenzied Heterosexualism Kinbotes Transparent Closet in Nabokovs Pale Fire,3,5,3,4,533517,54105,"[(99981, 100198), (103187, 103458), (103619, 103811), (103962, 104047)]","[(13420, 13637), (13837, 14106), (14114, 14301), (47169, 47254)]"
gender_trouble_pages.txt,gender_texts/Sex Gender and ,3,5,3,1,533517,9943,"[(476472, 476555)]","[(9359, 9453)]"
gender_trouble_pages.txt,gender_texts/Percevals Siste,3,5,3,1,533517,33712,"[(523982, 524098)]","[(30997, 31107)]"
gender_trouble_pages.txt,gender_texts/The NoName of t,3,5,3,3,533517,71145,"[(161608, 161800), (311674, 312039), (478800, 478845)]","[(58043, 58235), (59191, 59555), (65882, 65928)]"
gender_trouble_pages.txt,gender_texts/Rereading Ann A,3,5,3,1,533517,74116,"[(481509, 481554)]","[(72486, 72531)]"
gender_trouble_pages.txt,gender_texts/As You Like It,3,5,3,1,533517,53372,"[(102335, 102739)]","[(31637, 32039)]"
gender_trouble_pages.txt,gender_texts/SPEAKING FOR OT,3,5,3,1,533517,33847,"[(468649, 468718)]","[(31649, 31718)]"
gender_trouble_pages.txt,gender_texts/Pelvic Politics Sexual Dimorphism and Racial Difference,3,5,3,1,533517,74381,"[(475212, 475303)]","[(70989, 71087)]"
gender_trouble_pages.txt,gender_texts/Backgrounds and,3,5,3,1,533517,55684,"[(512556, 512647)]","[(55212, 55311)]"
gender_trouble_pages.txt,gender_texts/Writing Lesbian and Gay Culture What the Natives Have to Say for Themselves,3,5,3,1,533517,27995,"[(481404, 481466)]","[(26111, 26173)]"
gender_trouble_pages.txt,gender_texts/Playing Back th,3,5,3,1,533517,117632,"[(122850, 122940)]","[(76169, 76257)]"
gender_trouble_pages.txt,gender_texts/Sexing the Inte,3,5,3,1,533517,93562,"[(475212, 475303)]","[(84380, 84478)]"
gender_trouble_pages.txt,gender_texts/The Political B,3,5,3,1,533517,45257,"[(388285, 388535)]","[(15298, 16175)]"
gender_trouble_pages.txt,gender_texts/Baudelaire apaisé ou la troisième voie dans Sphinx dAnne Garréta,3,5,3,1,533517,68470,"[(314272, 314347)]","[(51396, 51471)]"
gender_trouble_pages.txt,gender_texts/IMPROVISATION I,3,5,3,1,533517,59656,"[(515047, 515125)]","[(17092, 17170)]"
gender_trouble_pages.txt,gender_texts/Go West Young M,3,5,3,1,533517,64334,"[(443290, 443525)]","[(19922, 20158)]"
gender_trouble_pages.txt,gender_texts/Cheerleading an,3,5,3,1,533517,84578,"[(444766, 444873)]","[(58873, 58959)]"
gender_trouble_pages.txt,gender_texts/Beyond Bombardm,3,5,3,1,533517,42398,"[(96415, 96585)]","[(28363, 28534)]"
gender_trouble_pages.txt,gender_texts/Palazzeschis ve,3,5,3,1,533517,29390,"[(435264, 436102)]","[(13251, 14086)]"
gender_trouble_pages.txt,gender_texts/Slippery Selves Rachel Bluvstein and Anna Margolin in Poetry and in Public,3,5,3,1,533517,83064,"[(443290, 443525)]","[(15413, 15645)]"
gender_trouble_pages.txt,gender_texts/Profiling Homoe,3,5,3,1,533517,56762,"[(495198, 495272)]","[(23465, 23538)]"
gender_trouble_pages.txt,gender_texts/ Duras mon amour   identité et mensonge,3,5,3,1,533517,30524,"[(442609, 442697)]","[(7875, 7964)]"
gender_trouble_pages.txt,gender_texts/In The Name of ,3,5,3,1,533517,86238,"[(59718, 59885)]","[(44750, 44917)]"
gender_trouble_pages.txt,gender_texts/Theorizing Amer,3,5,3,1,533517,150764,"[(524014, 524098)]","[(128819, 128900)]"
gender_trouble_pages.txt,gender_texts/Resignifying Ex,3,5,3,1,533517,9018,"[(468649, 468718)]","[(8949, 9018)]"
gender_trouble_pages.txt,gender_texts/Confessions dun,3,5,3,2,533517,33460,"[(23022, 23202), (23510, 23861)]","[(22444, 22627), (22671, 23046)]"
gender_trouble_pages.txt,gender_texts/A Shock to the ,3,5,3,1,533517,75017,"[(435522, 435631)]","[(66478, 66589)]"
gender_trouble_pages.txt,gender_texts/THE ESSENTIAL D,3,5,3,1,533517,42373,"[(476489, 476555)]","[(38520, 38586)]"
gender_trouble_pages.txt,gender_texts/Traces of Desir,3,5,3,1,533517,41160,"[(242009, 242123)]","[(12199, 12313)]"
gender_trouble_pages.txt,gender_texts/Martha Grahams ,3,5,3,1,533517,48659,"[(72185, 72273)]","[(11648, 11736)]"
gender_trouble_pages.txt,gender_texts/The Body Beauti,3,5,3,1,533517,70621,"[(441312, 441425)]","[(46358, 46490)]"
gender_trouble_pages.txt,gender_texts/George Eliots I,3,5,3,1,533517,43708,"[(79201, 79329)]","[(33282, 33410)]"
gender_trouble_pages.txt,gender_texts/Gertrude Stein ,3,5,3,1,533517,64971,"[(124649, 124745)]","[(8708, 8804)]"
gender_trouble_pages.txt,gender_texts/O corpo importa,3,5,3,1,533517,53366,"[(468649, 468718)]","[(47618, 47687)]"
gender_trouble_pages.txt,gender_texts/Jane Austen and the Importance of Being Wrong,3,5,3,1,533517,81912,"[(524157, 524260)]","[(10433, 10537)]"
gender_trouble_pages.txt,gender_texts/Republican Roma,3,5,3,1,533517,83847,"[(522812, 522882)]","[(71484, 71554)]"
gender_trouble_pages.txt,gender_texts/In the Sumptuou,3,5,3,1,533517,76409,"[(415762, 415843)]","[(52560, 52641)]"
gender_trouble_pages.txt,gender_texts/Children versus,3,5,3,1,533517,69693,"[(478060, 478195)]","[(23095, 23235)]"
gender_trouble_pages.txt,gender_texts/THE SELF IN NAT,3,5,3,1,533517,54058,"[(523867, 524001)]","[(50523, 50654)]"
gender_trouble_pages.txt,gender_texts/BLACK WOMAN AND,3,5,3,2,533517,29800,"[(477848, 477934), (497226, 497396)]","[(28670, 28755), (28787, 28954)]"
gender_trouble_pages.txt,gender_texts/Performing Brea,3,5,3,1,533517,53820,"[(444109, 444247)]","[(28847, 28985)]"
gender_trouble_pages.txt,gender_texts/Becoming the Ot,3,5,3,1,533517,64920,"[(477848, 477934)]","[(60488, 60575)]"
gender_trouble_pages.txt,gender_texts/Performance as Pathology The Case of Munchausens Syndrome and Performative Illness,3,5,3,1,533517,56776,"[(458339, 458456)]","[(32606, 32723)]"
gender_trouble_pages.txt,gender_texts/Travelers v Eth,3,5,3,1,533517,47368,"[(523934, 524001)]","[(46220, 46287)]"
gender_trouble_pages.txt,gender_texts/Recognizing the Unrecognizable in Dariush Mehrjuis Gav,3,5,3,1,533517,80196,"[(522812, 522909)]","[(19385, 19485)]"
gender_trouble_pages.txt,gender_texts/A Curious Doubl,3,5,3,1,533517,36601,"[(474804, 474891)]","[(36376, 36463)]"
gender_trouble_pages.txt,gender_texts/De Genewine Art,3,5,3,2,533517,96583,"[(433304, 433399), (436475, 436592)]","[(71813, 71908), (71967, 72084)]"
gender_trouble_pages.txt,gender_texts/Testing Masculi,3,5,3,2,533517,58632,"[(453923, 454037), (454354, 454559)]","[(6643, 6757), (6824, 7030)]"
gender_trouble_pages.txt,gender_texts/BECOMING RASTA ,3,5,3,2,533517,39879,"[(421514, 421791), (425464, 425686)]","[(11695, 11972), (12178, 12402)]"
gender_trouble_pages.txt,gender_texts/Oppressive Curr,3,5,3,1,533517,51589,"[(444155, 444257)]","[(34293, 34395)]"
gender_trouble_pages.txt,gender_texts/She Was Too Fon,3,5,3,1,533517,48720,"[(523867, 524001)]","[(47722, 47853)]"
gender_trouble_pages.txt,gender_texts/Desire Work Per,3,5,3,1,533517,72095,"[(395977, 396037)]","[(6886, 6946)]"
gender_trouble_pages.txt,gender_texts/I Want Muscles ,3,5,3,1,533517,73267,"[(455440, 455868)]","[(47393, 47819)]"
gender_trouble_pages.txt,gender_texts/Dancing Otherness Nationalism Transnationalism and the Work of Uday Shankar,3,5,3,1,533517,78667,"[(521785, 521882)]","[(73925, 74028)]"
gender_trouble_pages.txt,gender_texts/Voice Ideology ,3,5,3,1,533517,95430,"[(503404, 503478)]","[(46209, 46283)]"
gender_trouble_pages.txt,gender_texts/Queering the History of Marriage the Social Recognition of a Castrato Husband in EighteenthCentury Britain,3,5,3,1,533517,74191,"[(489242, 489343)]","[(59206, 59318)]"
gender_trouble_pages.txt,gender_texts/IMPROPER AND DANGEROUS DISTINCTIONS FEMALE RELATIONSHIPS AND EROTIC DOMINATION IN EMMA,3,5,3,2,533517,74693,"[(489892, 489992), (500787, 500920)]","[(66892, 66989), (68600, 68733)]"
gender_trouble_pages.txt,gender_texts/NOT A REAL PERIOD Social and Material Constructions of Menstruation,3,5,3,1,533517,70484,"[(493724, 493799)]","[(63566, 63643)]"
gender_trouble_pages.txt,gender_texts/The Will to Car,3,5,3,1,533517,61657,"[(431491, 431620)]","[(9734, 9863)]"
gender_trouble_pages.txt,gender_texts/UNE MISE EN SCE,3,5,3,1,533517,52092,"[(467514, 467598)]","[(51711, 51791)]"
gender_trouble_pages.txt,gender_texts/Butler Trouble,3,5,3,1,533517,52159,"[(20630, 20862)]","[(14336, 14565)]"
gender_trouble_pages.txt,gender_texts/Masculinity on ,3,5,3,1,533517,73945,"[(485422, 485501)]","[(68092, 68171)]"
gender_trouble_pages.txt,gender_texts/Rereading Chris,3,5,3,1,533517,59152,"[(75071, 75322)]","[(28335, 28574)]"
gender_trouble_pages.txt,gender_texts/Gender Body and,3,5,3,4,533517,81569,"[(79201, 79329), (147205, 147294), (153797, 154118), (461319, 461463)]","[(16229, 16357), (16627, 16717), (52346, 52667), (58353, 58497)]"
gender_trouble_pages.txt,gender_texts/Gender as Seriality Thinking about Women as a Social Collective,3,5,3,2,533517,77927,"[(116537, 116653), (116866, 116989)]","[(9752, 9867), (9873, 9996)]"
gender_trouble_pages.txt,gender_texts/Shame and Mutil,3,5,3,2,533517,56596,"[(494609, 494682), (515047, 515125)]","[(12368, 12441), (12471, 12549)]"
gender_trouble_pages.txt,gender_texts/Overdoing Mascu,3,5,3,7,533517,83234,"[(73438, 73644), (256220, 256330), (256721, 257008), (430988, 431979), (439121, 439245), (456258, 456411), (481756, 481824)]","[(8954, 9160), (37631, 37741), (39596, 39883), (55450, 56440), (59572, 59696), (70567, 70716), (80529, 80603)]"
gender_trouble_pages.txt,gender_texts/Was Shakespeare,3,5,3,1,533517,54118,"[(471706, 471785)]","[(51115, 51191)]"
gender_trouble_pages.txt,gender_texts/AIDS Law and th,3,5,3,1,533517,89386,"[(524799, 524882)]","[(82550, 82633)]"
gender_trouble_pages.txt,gender_texts/Teatro de poses,3,5,3,1,533517,61352,"[(152527, 152843)]","[(10848, 11167)]"
gender_trouble_pages.txt,gender_texts/Wifely Behavior,3,5,3,1,533517,207319,"[(442877, 442980)]","[(67204, 67307)]"
gender_trouble_pages.txt,gender_texts/Les familles ho,3,5,3,1,533517,58914,"[(489892, 490008)]","[(47742, 47855)]"
gender_trouble_pages.txt,gender_texts/Intersecting an,3,5,3,1,533517,78552,"[(500711, 500774)]","[(71281, 71344)]"
